목적,읍면동,설치장소,위도,경도,설치연도,설치대수
도로방범,초장동,초전동 1560-1 ,35.199893,128.100589,2020,1
도로방범,초장동,초전동 81-18,35.196716,128.127675,2015,3
도로방범,초장동,초전동 1701-5,35.213787,128.113248,2017,2
도로방범,대평면,대평면 당촌리 1326-4,35.188022,127.968408,2021,2
방범,초장동,초전동 1685-1,35.209295,128.111026,2019,4
방범,초장동,초전동 829-7,35.127356,128.104957,2019,2
방범,초장동,초전동 1713-8,35.211306,128.113398,2019,3
방범,초장동,초전동 1702-7,35.212991,128.112079,2019,3
방범,초장동,초전동 821-4,35.201074,128.112837,2019,2
방범,초장동,초전동 1349-23,35.207757,128.109208,2019,3
방범,초장동,초전동 1607-5,35.212229,128.107511,2020,3
방범,초장동,장재동 406-3,35.2157206,128.1081038,2020,3
방범,초장동,장재동 568-8,35.2157206,128.1081038,2020,3
방범,초장동,장재동 565-10,35.2157206,128.1081038,2020,3
공원,초장동,초전동 1729,35.21071,128.111533,2020,2
방범,초장동,초전동 127-52,35.18997,128.12865,2021,3
방범,대평면,대평면 대평리 537-5,35.23125,127.96012,2021,2
방범,초장동,초전동 1583-14,35.20496,128.12729,2021,3
스마트정류장,초장동,초전동 260-1,35.212585,128.121578,2022,2
주정차단속,충무공동,충무공동 225-1,35.181291,128.14341,2020,4
주정차단속,충무공동,충무공동 297,35.173984,128.145367,2020,3
주정차단속,충무공동,충무공동 276,35.175013,128.150871,2020,3
주정차단속,가호동,가좌동 305-5,35.150067,128.114741,2020,1
주정차단속,충무공동,충무공동 41,35.17749,128.13933,2021,1
방범,금곡면,금곡면 가봉리 592,35.125252,128.217312,2021,2
방범,내동면,내동면 독산리 354,35.155758,128.064956,2021,6
스마트정류장,초장동,초전동 659-1,35.208351,128.1157517,2022,2
스마트정류장,초장동,초전동 1017-1,35.20383,128.1160852,2022,1
스마트폴,초장동,초전동 1583-14,35.20393,128.12598,2022,1
스마트폴,초장동,초전동 1583-14,35.20863,128.12545,2022,1
스마트폴,초장동,초전동 1583-38,35.20709,128.12568,2022,1
스마트폴,초장동,초전동 1674,35.21074,128.11151,2022,1
방범,일반성면,일반성면 남산리 712,35.142962,128.27442,2021,2
방범,진성면,진성면 가진리 860-4,35.211673,128.210257,2021,2
방범,집현면,집현면 냉정리 206-1,35.257515,128.098082,2021,2
방범,판문동,평거동 660-28 ,35.163591,128.03964,2021,3
방범,초장동,초전동 1028-4,35.202513,128.115157,2022,5
방범,대평면,대평면 대평리 산 113-11,35.23194,127.97077,2021,2
방범,초장동,하촌동 97-1,35.213038,128.092443,2022,3
공원,충무공동,충무공183,35.18366,128.1455,2021,1
방범,초장동,초전동 1648-2 ,35.203644,128.114798,2023,3
공원,충무공동,충무공183,35.18315,128.14606,2021,2
방범,충무공동,충무공동 54-1,35.170243,128.129243,2023,4
공원,충무공동,충무공183,35.18229,128.1459,2021,2
방범,충무공동,충무공동 60-13,35.167322,128.128692,2023,4
방범,충무공동,충무공동 101-3,35.175157,128.135856,2014,4
방범,충무공동,충무공동 45-7,35.174677,128.132939,2014,4
공원,충무공동,충무공183,35.18348,128.14491,2021,1
방범,충무공동,충무공동 76-1,35.173544,128.135366,2014,3
방범,천전동,칠암동 312-1,35.18525,128.09009,2021,2
방범,충무공동,충무공동 95-3,35.166709,128.134846,2023,3
주정차단속,가호동,가좌동 2082,35.155371,128.11819,2020,3
방범,충무공동,충무공동 152-5,35.167378,128.138231,2023,4
방범,충무공동,충무공동 169-5,35.184099,128.146925,2014,3
방범,성북동,봉곡동 24-4,35.19643,128.07597,2021,2
방범,충무공동,충무공동 173-2,35.184557,128.148294,2014,5
방범,충무공동,충무공동 190-1,35.18306,128.148478,2014,3
어린이보호구역,신안동,신안동 350-6,35.18401,128.06759,2021,2
어린이보호구역,신안동,신안동 350-6,35.18435,128.06671,2021,2
방범,정촌면,예하리 1295,35.1225,128.09804,2021,3
방범,금곡면,두문리 590-3,35.09455,128.18849,2021,1
방범,충무공동,충무공동 190-4,35.182432,128.149009,2014,4
방범,금곡면,오서리 1611-10,35.09057,128.18897,2021,1
방범,충무공동,충무공동 204-1,35.181823,128.150334,2014,4
방범,금곡면,오서리 1611-206,35.08859,128.18882,2021,1
방범,충무공동,충무공동 209-17,35.182836,128.151918,2014,3
방범,금곡면,중천리 1175-21,35.22118,128.13028,2021,2
방범,충무공동,충무공동 40-6,35.177959,128.139492,2014,3
방범,충무공동,충무공동 140-6,35.169881,128.138982,2023,4
방범,충무공동,충무공동 289-5,35.175184,128.144642,2023,4
방범,충무공동,충무공동 232,35.178869,128.150994,2014,3
방범,초장동,초전동 1583-6,35.19585,128.12808,2021,2
방범,충무공동,충무공동 342,35.172952,128.149708,2023,2
방범,충무공동,충무공동 327-1,35.170452,128.146916,2023,4
방범,충무공동,충무공동 322-4,35.17135,128.147598,2023,3
방범,충무공동,충무공동 265,35.176464,128.152967,2014,5
방범,충무공동,충무공동 245-10,35.177977,128.155276,2014,4
공원,충무공동,충무공동 44,35.173774,128.131766,2022,3
공원,충무공동,충무공동 44,35.172891,128.131251,2022,4
공원,충무공동,충무공동 44,35.169741,128.127304,2022,4
공원,충무공동,충무공동 14,35.178166,128.133685,2022,5
주정차단속,가호동,가좌동 2039,35.151305,128.1141,2020,4
주정차단속,가호동,가좌동 2073,35.153114,128.199129,2024,2
주정차단속,가호동,가좌동 1945,35.154714,128.1137066,2024,4
주정차단속,천전동,강남동 387,35.183819,128.087526,2024,4
주정차단속,상대동,상대동 180-2,35.187696,128.117154,2024,4
주정차단속,충무공동,충무공동 225-1,35.1812166,128.1433756,2024,3
주정차단속,평거동,평거동 901,35.172715,128.0604,2024,3
주정차단속,가호동,가좌동 900,35.158307,128.100515,2024,3
주정차단속,가호동,가좌길29번길,35.156573,128.104649,2024,4
주정차단속,가호동,경남 진주시 가좌동 2091-3,35.1536,128.121,2024,4
주정차단속,가호동,경남 진주시 가좌동 1983-1,35.15271,128.109002,2024,4
주정차단속,가호동,진주역로 31번길,35.1503,128.107101,2024,1
주정차단속,신안동,신안동 380,35.184,128.06741,2024,1
방범,상평동,상대동 898-96,35.179475,128.100779,2021,1
감응신호,정촌면,예하리 1322,35.118455,128.097354,2021,1
감응신호,문산읍,옥산리 952-16,35.161013,128.139933,2021,2
공원,충무공동,충무공동 44,35.175577,128.132953,2022,4
공원,충무공동,충무공동 112-1,35.17124,128.135189,2022,4
산단관리,정촌면,정촌면 예하리 1383-3,35.116275,128.101454,2020,1
산단관리,정촌면,정촌면 예하리 1401-6,35.115487,128.106951,2020,1
산단관리,정촌면, 정촌면 예하리 1250-3,35.114992,128.107079,2020,1
공원,충무공동,충무공동 112-1,35.171661,128.136417,2022,3
공원,충무공동,충무공동 119-6,35.173031,128.13758,2022,3
공원,충무공동,충무공동 127,35.171052,128.137127,2022,4
공원,충무공동,충무공동 36,35.179287,128.141035,2022,4
공원,충무공동,충무공동 183,35.181351,128.142864,2022,3
공원,충무공동,충무공동 184,35.181219,128.143913,2022,4
공원,충무공동,충무공동 136,35.176649,128.140441,2022,3
공원,충무공동,충무공동 137,35.174425,128.140709,2022,3
공원,충무공동,충무공동 138,35.171163,128.140017,2022,3
감응신호,가호동,호탄동 산 122-3,35.165012,128.119871,2020,1
공원,충무공동,충무공동 287-4,35.176672,128.1439,2022,3
공원,충무공동,충무공동 291,35.174887,128.142751,2022,4
공원,충무공동,충무공동 291,35.172861,128.142559,2022,3
공원,충무공동,충무공동 291,35.170151,128.142024,2022,3
공원,충무공동,충무공동 299,35.17285,128.14523,2022,4
공원,충무공동,충무공동 285,35.174934,128.146871,2022,4
공원,충무공동,충무공동 351,35.174358,128.149983,2022,4
공원,충무공동,충무공동 274,35.176213,128.151652,2022,3
공원,충무공동,충무공동 257,35.176698,128.154813,2022,3
공원,충무공동,충무공동 351,35.174513,128.151886,2022,3
공원,충무공동,충무공동 351,35.173527,128.15361,2022,3
공원,충무공동,충무공동 337-2,35.173527,128.15361,2019,2
교통관리,충무공동,충무공동 12,35.18105,128.140423,2014,2
교통관리,충무공동,충무공동 194,35.180514,128.148904,2014,1
교통관리,충무공동,충무공동 227-3,35.176414,128.145601,2014,1
교통관리,충무공동,충무공동 132-2,35.169177,128.13625,2014,1
교통관리,충무공동,충무공동 304,35.170107,128.144319,2014,1
어린이보호구역,충무공동,충무공동 125,35.171907,128.137844,2016,3
어린이보호구역,충무공동,충무공동 125,35.171907,128.137844,2016,3
어린이보호구역,충무공동,충무공동 190-1,35.183031,128.149567,2018,2
어린이보호구역,충무공동,충무공동 190-1,35.183526,128.149089,2018,2
어린이보호구역,충무공동,충무공동 87-2,35.168224,128.130561,2018,2
어린이보호구역,충무공동,충무공동 131-1,35.170752,128.135558,2018,2
어린이보호구역,충무공동,충무공동 342,35.172487,128.148808,2019,2
도로방범,충무공동,충무공동 235,35.179123,128.153511,2020,2
도로방범,충무공동,충무공동 177,35.185218,128.150172,2020,1
도로방범,충무공동,충무공동 41,35.176454,128.133145,2020,1
도로방범,충무공동,충무공동 99 ,35.166872,128.136278,2020,2
도로방범,충무공동,충무공동 158 ,35.166445,128.137978,2014,2
도로방범,충무공동,충무공동 5,35.18094,128.133099,2020,2
도로방범,충무공동,충무공동 69-3,35.16362,128.126781,2020,1
방범,충무공동,충무공동 164,35.1759037,128.1415892,2020,3
방범,충무공동,충무공동 164,35.1759037,128.1415892,2020,3
방범,충무공동,충무공동 164,35.1759037,128.1415892,2020,2
방범,충무공동,충무공동 82-6,35.16907,128.13222,2021,4
공원,충무공동,충무공183,35.1835,128.14612,2021,1
공원,충무공동,충무공183,35.18255,128.14598,2021,1
공원,충무공동,충무공183,35.18242,128.14499,2021,1
교통정보수집,문산읍,문산읍소문리416-2,35.177117,128.156663,2021,4
공원,충무공동,충무공183,35.18242,128.14499,2021,2
공원,충무공동,충무공183,35.18336,128.14483,2022,2
스마트폴,충무공동,충무공동 183,35.1833,128.14565,2022,1
스마트폴,충무공동,충무공동 183,35.18294,128.14546,2022,1
스마트폴,충무공동,충무공동 183,35.16808,128.1398,2022,1
스마트폴,충무공동,충무공동 136,35.16838,128.12876,2022,1
스마트폴,충무공동,충무공동 44,35.15967,128.107491,2022,1
스마트교차로,상대동,상대동 310-67,35.184925,128.114404,2022,2
교통관리,내동면,내동면 독산리 172-2,35.157722,128.070052,2022,2
스마트폴,충무공동,충무공동 224,35.1793,128.14087,2022,1
스마트폴,충무공동,충무공동 8,35.18157,128.13721,2022,1
스마트폴,충무공동,충무공동 291,35.17576,128.14344,2022,1
스마트폴,충무공동,충무공동 350,35.17359,128.15511,2022,1
방범,충무공동,충무공동 246-1 ,35.179016,128.154114,2023,3
방범,판문동,판문동 860-7,35.202689,128.032922,2016,2
방범,판문동,평거동 345,35.170033,128.055004,2014,4
방범,판문동,평거동 743-9 ,35.168587,128.050312,2018,4
방범,판문동,판문동 268-9 ,35.168245,128.048272,2019,2
공원,판문동,평거동 718-1,35.182398,128.064815,2016,2
공원,판문동,평거동 736,35.173643,128.058402,2016,2
공원,판문동,판문동 469 ,35.173465,128.036854,2018,2
교통관리,판문동,평거동 636-13,35.16357,128.05537,2015,3
교통관리,판문동,평거동 695-323,35.163352,128.054661,2015,3
어린이보호구역,판문동,평거동 1065-148,35.165265,128.03974,2022,3
어린이보호구역,판문동,평거동 1065-148,35.1645929,128.0396944,2022,1
어린이보호구역,판문동,판문동 290,35.168582,128.045322,2021,2
어린이보호구역,판문동,판문동 290,35.169461,128.044251,2021,2
어린이보호구역,판문동,평거동 1125,35.16582,128.047817,2016,3
감응신호,대곡면,대곡면 단목리 277-22,35.259897,128.152705,2022,2
어린이보호구역,판문동,평거동 1125,35.165966,128.049086,2016,4
어린이보호구역,판문동,평거동 1125,35.164977,128.047619,2016,4
어린이보호구역,판문동,평거동 717-1,35.169248,128.051294,2022,5
어린이보호구역,판문동,평거동 717-1,35.1702038,128.0505466,2022,3
어린이보호구역,판문동,평거동 717-1,35.168469,128.052004,2022,5
공원,중앙동,옥봉동 28,35.197951,128.098304,2022,1
공원,중앙동,옥봉동 28,35.168128,128.057451,2014,1
어린이보호구역,판문동,평거동 800,35.153079,128.105895,2022,3
방범,가호동,가좌동 480-7,35.163282,128.108214,2022,3
방범,가호동,가좌동 656,35.168451,128.058217,2014,3
어린이보호구역,판문동,평거동 800,35.16882,128.05839,2014,1
어린이보호구역,판문동,평거동 800,35.218894,128.147338,2022,4
도로방범,금산면,금산면 장사리 973 ,35.169364,128.055935,2014,4
어린이보호구역,판문동,평거동 800,35.16905,128.05189,2021,2
방범,판문동,평거동 721-4,35.167661,128.052626,2022,2
스마트정류장,판문동,평거동 1129,35.17675,128.03544,2022,2
스마트폴,판문동,판문동 산 171-1,35.146503,128.168708,2022,1
도로방범,문산읍,문산읍 이곡리 953-1,35.17556,128.03855,2022,3
스마트폴,판문동,판문동 477,35.265065,128.116129,2022,1
도로방범,미천면,미천면 반지리 638-3,35.182608,128.25898,2022,3
도로방범,사봉면,사봉면 무촌리 1053,35.1621,128.039391,2021,4
방범,판문동,평거동 695-173,35.160163,128.049008,2021,1
방범,상대동,평거동 682-2,35.163047,128.05481,2021,2
방범,상대동,평거동 695-157,35.19321,128.077597,2022,2
방범,수곡면,수곡면 사곡리 942-2,35.240155,127.917716,2022,4
도로방범,판문동,평거동 1067-7 ,35.168431,128.052954,2022,3
방범,판문동,평거동 1075-7 ,35.166657,128.041649,2023,3
방범,판문동,평거동 849 ,35.166085,128.058569,2023,4
방범,평거동,평거동  162-34,35.175843,128.060865,2013,4
방범,평거동,평거동 162-5 ,35.177047,128.061628,2014,2
방범,평거동,평거동 749-20,35.174764,128.068177,2023,3
방범,일반성면,일반성면 답천리 300,35.159408,128.2877,2022,2
방범,평거동,진주시 평거동 193-4,35.174795,128.06306,2023,4
방범,평거동,평거동 338,35.171231,128.056211,2015,2
방범,중앙동,평안동 111,35.197343,128.082731,2022,4
방범,지수면,지수면 청원리 373-9,35.226333,128.277143,2022,2
방범,진성면,진성면 동산리 498-5,35.194513,128.221886,2022,4
방범,평거동,평거동 791-1,35.171079,128.063948,2016,4
도로방범,집현면,집현면 정수리 324,35.153079,128.105895,2022,6
방범,평거동,평거동 778-1,35.171393,128.066094,2016,2
방범,평거동,평거동 792-11,35.170126,128.065349,2016,3
방범,평거동,평거동 297-7 ,35.172816,128.058875,2017,2
방범,천전동,주약동 108-5,35.1749,128.092946,2022,2
도로방범,초장동,장재동 544-6,35.217328,128.100958,2022,3
방범,평거동,평거동 774-7 ,35.172228,128.065247,2017,2
방범,평거동,평거동 767-2 ,35.172956,128.067469,2017,2
방범,평거동,평거동 841 ,35.165652,128.056957,2019,2
방범,평거동,평거동 908,35.171149,128.062057,2022,4
방범,평거동,평거동 757-1 ,35.174008,128.067635,2019,2
방범,평거동,평거동 196-11,35.173824,128.061802,2019,2
공원,평거동,평거동 192-2,35.172483,128.062843,2016,2
공원,평거동,평거동 759-4,35.173699,128.06678,2017,3
공원,평거동,신안동 887-1,35.182398,128.064815,2016,2
공원,평거동,평거동 136-1,35.173643,128.058402,2016,2
공원,평거동,평거동 191-2,35.174878,128.063471,2017,2
공원,평거동,평거동 960 ,35.168808,128.061353,2018,2
공원,평거동,평거동 780-1 ,35.173643,128.058402,2019,4
공원,평거동,평거동 896 ,35.169143,128.058499,2019,2
공원,평거동,평거동 708-3 ,35.176926,128.07034,2019,3
방범,금산면,금산면 속사리 671-68,35.1863809,128.1364301,2022,2
방범,금산면,금산면 속사리 701-190,35.1924382,128.1334669,2022,2
방범,금산면, 금산면 송백리 697-1,35.208465,128.1313059,2022,3
방범,내동면,내동면 독산리 523-29,35.165432,128.064525,2022,2
방범,내동면,내동면 독산리 1066,35.164815,128.062028,2022,2
방범,내동면,내동면 독산리 산 73-2,35.162004,128.058202,2022,2
방범,내동면,내동면 삼계리 산 347,35.160039,128.048256,2022,3
공원,평거동,평거동 794-2 ,35.171026,128.066776,2019,4
공원,평거동,평거동 1065-70 ,35.166716,128.041674,2019,4
방범,집현면,집현면 덕오리 416,35.244542,128.134445,2022,2
공원,평거동,평거동 1086-8 ,35.165264,128.040996,2019,2
교통관리,평거동,평거동 296-2,35.172966,128.06025,2012,3
방범,집현면,집현면 대암리 906-1,35.255301,128.069205,2022,2
방범,평거동,평거동 1034,35.169786,128.059931,2017,2
도로방범,집현면,집현면 사촌리 459-1,35.215995,128.064446,2022,4
방범,집현면,집현면 지내리 478,35.241088,128.094729,2022,2
방범,문산읍,문산읍 삼곡리 640-1,35.166541,128.165859,2022,3
교통관리,평거동,평거동 1035,35.170469,128.061081,2017,4
어린이보호구역,평거동,평거동 748-4,35.174308,128.067104,2020,3
어린이보호구역,평거동,평거동 748-4,35.174472,128.065479,2020,3
어린이보호구역,평거동,평거동 748-4,35.175112,128.065767,2020,1
어린이보호구역,평거동,평거동 748-4,35.173864,128.064668,2020,1
도로방범,평거동,평거동 194-4,35.174329,128.061052,2015,0
방범,평거동,평거동 782-1,35.172275,128.064723,2019,4
감응신호,정촌면,정촌면 화개리 1934-3,35.133004,128.096763,2022,4
감응신호,정촌면,정촌면 화개리 1629-2,35.134306,128.098069,2022,6
감응신호,내동면,내동면 삼계리 252-7,35.153706,128.035401,2022,6
방범,일반성면,일반성면 운천리 897-3,35.174153,128.259198,2022,3
방범,일반성면,일반성면 운천리 897-3,35.174211,128.26136,2022,3
방범,내동면,내동면 삼계리 146-16,35.153629,128.045349,2022,3
방범,내동면,내동면 삼계리 152-12,35.153831,128.042979,2022,3
방범,내동면,내동면 삼계리 154,35.153539,128.042601,2022,3
방범,내동면,내동면 삼계리 160-3,35.153978,128.041278,2022,3
방범,내동면,내동면 삼계리 157-1,35.153462,128.040993,2022,2
방범,평거동,평거동 1082-5,35.165848,128.04292,2019,3
방범,평거동,평거동 787-6,35.170809,128.063211,2019,2
방범,평거동,평거동 400-9,35.170735,128.053777,2019,3
공원,천전동,망경동 180-8,35.181776,128.077426,2023,2
방범,평거동,평거동 381-2,35.171359,128.05483,2019,4
공원,천전동,망경동 187-5,35.181086,128.076694,2023,1
방범,평거동,평거동 1111-9,35.166809,128.044784,2020,2
공원,상봉동,진주시 상봉동 420,35.120258,128.081444,2023,1
방범,평거동,평거동 1012,35.168416,128.062613,2020,2
공원,상봉동,진주시 상봉동 401,35.205971,128.081192,2023,1
공원,상봉동,진주시 상봉동 432-1,35.202995,128.07952,2023,1
공원,중앙동,진주시 장재동 1373,35.207149,128.083046,2023,1
공원,중앙동,진주시 장재동 1268-1,35.206235,128.083829,2023,1
공원,중앙동,진주시 장재동 1392-1,35.204045,128.083292,2023,1
공원,평거동,평거동 794.2,35.173295,128.068776,2020,2
스마트폴,평거동,평거동 794-2,35.1723,128.06751,2021,1
공원,천전동,망경동산16-3,35.183391,128.077492,2023,2
공원,천전동,망경동산16-3,35.077498,128.077498,2023,1
공원,천전동,망경동산16-3,35.182759,128.077498,2023,2
공원,천전동,망경동산16-3,35.18276,128.077499,2023,1
도로방범,평거동,평거동 755-15,35.173287,128.068402,2022,3
방범,평거동,평거동 164-9 ,35.176417,128.062008,2023,4
방범,평거동,평거동 106-6 ,35.173376,128.057558,2023,3
방범,평거동,신안동 396-31,35.18314,128.064108,2023,3
방범,문산읍,문산읍 갈곡리 1072-1 ,35.148005,128.20788,2023,4
방범,하대동,하대동  103-2 ,35.189317,128.12306,2021,2
방범,문산읍,문산읍 두산리 378 ,35.145971,128.151693,2023,2
방범,하대동,하대동 313-28 ,35.192361,128.119316,2017,4
방범,하대동,하대동 421-11,35.188574,128.115,2018,2
방범,하대동,하대동 323-2,35.191875,128.123246,2016,2
방범,하대동,하대동 329-26,35.190979,128.119355,2016,2
방범,정촌면,정촌면 예하리 896 ,35.114794,128.093817,2023,2
방범,정촌면,정촌면 대축리 241-2 ,35.126369,128.086051,2023,2
방범,하대동,하대동 453-7,35.192852,128.114446,2016,2
방범,금곡면 ,금곡면 인담리 867-2 ,35.111705,128.169112,2023,3
방범,금곡면 ,금곡면 정자리 148-1,35.123703,128.182272,2023,3
방범,하대동,하대동 301-34,35.193864,128.117765,2016,2
방범,하대동,하대동 135-28,35.187046,128.127523,2016,2
방범,하대동,하대동 103-82,35.191184,128.124543,2016,4
방범,진성면,진성면 구천리 산76-2 ,35.156158,128.234134,2023,2
방범,진성면,진성면 대사리 887-5 ,35.147819,128.253155,2023,3
방범,하대동,하대동 336-44,35.190185,128.120754,2016,5
방범,일반성면,일반성면 가선리 100-3 ,35.167182,128.308209,2023,2
방범,하대동,하대동 117-29 ,35.18727,128.121418,2017,2
방범,하대동,하대동 340-1 ,35.189553,128.116113,2017,2
방범,이반성면,이반성면 평촌리 795-5 ,35.183171,128.330854,2023,2
방범,이반성면,이반성면 대천리 880,35.148745,128.309121,2023,2
방범,하대동,하대동 350-32 ,35.188115,128.119526,2017,2
방범,하대동,하대동 328-21,35.191638,128.118397,2017,2
방범,하대동,하대동 139-43,35.186136,128.124911,2018,2
방범,하대동,하대동 338-4,35.190383,128.122149,2019,3
방범,하대동,하대동 71-9,35.185073,128.121045,2019,2
방범,지수면,지수면 청원리 산63-7 ,35.223873,128.279486,2023,2
방범,지수면,지수면 압사리 1077-3 ,35.234834,128.25112,2023,2
방범,지수면,지수면 용봉리 1052-1 ,35.25329,128.21371,2023,2
방범,대곡면,대곡면 월암리 639-1 ,35.317261,128.160926,2023,2
방범,대곡면,대곡면 설매리 803-6 ,35.283761,128.165911,2023,2
공원,하대동,하대동 295 ,35.194137,128.120126,2021,2
공원,하대동,하대동 326 ,35.192473,128.124657,2017,4
방범,금산면 ,금산면 용아리 887-1 ,35.205725,128.156516,2023,3
어린이보호구역,하대동,하대동 601,35.195433,128.112583,2022,3
어린이보호구역,하대동,하대동 343-3,35.189346,128.117075,2021,2
방범,집현면,집현면 사촌리 668 ,35.230078,128.058019,2023,2
어린이보호구역,하대동,하대동 343-3,35.190149,128.11833,2021,3
방범,집현면,집현면 덕오리 621 ,35.253036,128.121359,2023,2
방범,미천면,미천면 벌당리 203-1 ,35.265628,128.129552,2023,2
어린이보호구역,하대동,하대동 343-3,35.190265,128.117065,2021,1
어린이보호구역,하대동,하대동 343-3,35.188867,128.117597,2021,2
방범,미천면,미천면 미곡리 84-8 ,35.316278,128.113072,2023,2
어린이보호구역,하대동,하대동 343-3,35.190063,128.118631,2021,2
방범,명석면,명석면 덕곡리 215 ,35.260317,128.032215,2023,3
방범,명석면,명석면 신기리 372 ,35.289932,128.03076,2023,2
방범,명석면,명석면 용산리 787-3,35.230652,128.011505,2023,2
방범,대평면,대평면 하촌리 644-2 ,35.197911,127.964781,2023,2
어린이보호구역,하대동,하대동 343-3,35.188563,128.117148,2021,1
어린이보호구역,하대동,하대동 136-18,35.185627,128.119713,2022,5
방범,수곡면,수곡면 효자리508-2 ,35.194188,127.938025,2023,3
어린이보호구역,하대동,하대동 136-18,35.186543,128.119447,2022,5
방범,수곡면,수곡면 원외리 227-1 ,35.160421,127.948433,2023,2
어린이보호구역,하대동,하대동 136-18,35.1860424,128.119985,2022,1
어린이보호구역,하대동,초전동 405-1,35.195967,128.123049,2021,4
어린이보호구역,하대동,초전동 405-1,35.19366,128.123157,2021,4
어린이보호구역,하대동,초전동 405-1,35.19366,128.123157,2021,1
어린이보호구역,하대동,초전동 405-1,35.194163,128.125739,2021,1
어린이보호구역,하대동,하대동 119-1,35.186911,128.125009,2020,4
어린이보호구역,하대동,하대동 119-1,35.187319,128.12341,2020,3
어린이보호구역,하대동,하대동 119-1,35.187859,128.123725,2020,1
도로방범,하대동,하대동 316-6 ,35.192983,128.121968,2017,2
도로방범,하대동,하대동 571-5 ,35.193031,128.115891,2019,3
도로방범,하대동,하대동 75-12,35.184844,128.127746,2019,2
방범,하대동,하대동 624-6,35.195312,128.115965,2019,3
방범,하대동,하대동 115-14,35.188129,128.126157,2019,3
방범,하대동,하대동 347-10,35.188885,128.119517,2019,2
방범,하대동,하대동 114-36,35.188441,128.123923,2019,2
방범,하대동,하대동 295,35.193812,128.119883,2019,2
방범,하대동,하대동 139-16,35.185812,128.126138,2019,3
방범,하대동,하대동 111,35.188063,128.128128,2019,4
방범,하대동,하대동 329-18,35.191863,128.120632,2019,4
도로방범,상평동,상평동 269-18 ,35.177219,128.104501,2023,3
방범,하대동,하대동 103-53,35.190461,128.124134,2020,2
방범,하대동,하대동 480-6,35.19117,128.115789,2020,4
방범,하대동,하대동 348,35.189544,128.120941,2020,2
방범,하대동,하대동 330-10,35.19111,128.12198,2021,3
방범,신안동,신안동 442-4 ,35.183612,128.069236,2023,2
방범,하대동,하대동 54,35.18616,128.1289,2021,3
방범,하대동,하대동 11-6,35.18997,128.12865,2021,3
스마트폴,하대동,하대동 11-6,35.19029,128.1285,2022,1
방범,이현동,이현동 7-45 ,35.197511,128.055989,2023,3
방범,하대동,하대동 72,35.184547,128.122552,2022,5
방범,하대동,하대동 129-4 ,35.187466,128.127094,2022,4
도로방범,판문동,판문동 230-1,35.171739,128.041685,2023,2
방범,하대동,하대동 139-42,35.185754,128.124975,2022,5
방범,가호동,가좌동 1446-13 ,35.156882,128.106315,2023,2
방범,하대동,하대동 627-3,35.194551,128.115379,2022,4
방범,하대동,상대동 177-6,35.188653,128.118272,2022,3
방범,하대동,하대동 312-28 ,35.192533,128.117932,2023,3
공원,가호동,강남동 245-178,35.178737,128.088344,2023,4
도로방범,하대동,하대동 453-21 ,35.192219,128.114428,2023,2
방범,하대동,하대동 300-2,35.193344,128.115538,2023,4
공원,충무공동,강남동 245-178,35.178737,128.088344,2023,1
방범,충무공동,상봉동 987-4,35.1994,128.082076,2023,1
공원,충무공동,충무공동 75,35.173934,128.135384,2023,2
방범,가호동,가좌동 1431-5,35.160619,128.106871,2023,3
도로방범,미천면,미천면 오방리 949,35.296427,128.120592,2023,2
방범,상대동,상대동 245-6,35.182019,128.112869,2023,3
방범,상봉동,상봉동 1097-2,35.195379,128.070155,2023,2
방범,상봉동,상봉동1344-1,35.204996,128.066916,2023,2
방범,신안동,신안동 35-29,35.186847,128.064833,2023,2
방범,이반성면,이반성면 대천리 1092-5,35.138707,128.30744,2023,2
교통관리,중앙동,장대동 76,35.194717,128.089457,2023,3
방범,지수면,지수면 금곡리 355,35.212846,128.257057,2023,2
방범,천전동,주약동 422-1,35.171378,128.094715,2023,3
방범,천전동,칠암동 524-12,35.183521,128.093448,2023,4
방범,초장동,상대동 245-26,35.199626,128.106099,2023,3
방범,평거동,평거동 751-8,35.174255,128.067311,2023,2
방범,천전동,망경동 36-32,35.183977,128.088493,2023,3
방범,천전동,망경동 447-39,35.182445,128.088405,2023,3
방범,일반성면,일반성면 답천리 1232-24,35.1803,128.107123,2023,2
방범,일반성면,일반성면 창촌리 655-1,35.1083,128.10721,2023,2
방범,일반성면,일반성면 창촌리 758,35.1803,128.10731,2023,1
방범,일반성면,일반성면 창촌리 471-2,35.180345,128.10742,2023,2
방범,일반성면,일반성면 창촌리 541-12,35.180345,128.10742,2023,2
방범,일반성면,일반성면 창촌리 736-4,35.180345,128.10742,2023,2
방범,이반성면,이반성면 대천리 31-2,35.1556,128.305,2023,3
방범,이반성면,이반성면 대천리 77-4,35.1556,128.305,2023,3
방범,이반성면,이반성면 대천리 114-3,35.1556,128.305,2023,3
방범,이반성면,이반성면 대천리 15-2,35.155627,128.305604,2023,3
방범,이반성면,이반성면 대천리 25-2,35.155627,128.305604,2023,3
방범,금산면 ,금산면 갈전리 35-2,35.189374,128.177725,2023,3
방범,천전동,주약동 64-2,35.17589,128.093144,2023,2
방범,중앙동,옥봉동 353-19,35.198429,128.091088,2023,2
방범,상봉동 ,상봉동 618-1,35.202935,128.072082,2023,3
방범,상봉동 ,상봉동 1030-18,35.199592,128.074297,2023,4
